text,labels
"


Are you your own master?  Do you have any habits that you cannot break?
For one, you seem unable to master your lack of desire to understand
even the slightest concept of the Bible.  Seems that ignorance has you
mastered.  How about sexual sins?  Gotta any of those secret desires
in your head that you harbor but can get control of?   Do you dehumanize
women when they walk past you?  Do you degrade them to a sex object in
your head?  Are you the master of that kind of thinking?  Do you insult
people unknowingly, then regret it later.  Yet do it again the next
time opportunity presents itself?  Are you truly the master of yourself?

I have admitted that I am not the master of my thought life at all times.
That I sometimes say things I do want to say, and then repeat my mistake
unwantingly.  I have admitted to myself that I cannot control every aspect
of my being.  There are times I know I shouldn't say something, but
then say it anyway.  There are times I simply forget a lesson.
I, in fact, am not my own master.  I need help.  Jesus promised me
this help.  And I took him up on his offer.  I have willfully let
Jesus be my master because Jesus knows what is better for me than
I myself do.  And why not?  Does not the creator know his creation
better than the creation?  Does Toyota know what's better for the
Corolla than the Corolla?


Then I guess ignorance is bliss for you.  Because Brian, you enjoy
not having a clue about the Bible.   



Can you witness motherly love with your senses?  How does caring and
concern for you register with your senses?  If nothing registers
to you other than what you can see, taste, smell, hear and touch,
then you better become a Vulcan and fast.  You better get rid
of your emotions.

And I do have a good reason to believe what I do.



The topic was about my God and your lack of knowledge about what my
God says.   My God says that you will not CEASE EXISTING.  You have
life forever.  You can choose to either live it in hell in eternal
torment where there is no communication whatsoever, or can choose to 
live it in paradise with God.  That is what my God says.  And that
was the issue.  Your made-up theism is what it is--made up.  It's
wishful thinking.
 

Is this the religion of Kendigianism?  Most people are not Christian.  Most
people, including Christians,  are not fond of feeling that they
are imperfect.  Is ""the world an undesireable place"" a doctrine
of Kendigianism?  It has nothing to do with my God.  Does
Kendigism have magical mystical prayers as a part of its worship?
Mine doesn't.  Does Kendigianism believe that the world will be holy again?  
Mine doesn't.  Does Kendigianism also dictate that one must obey what the
priest tells them like good little sheep?  Mine doesn't.  Is this
a bunch of lies you tell yourself so that you can justify being 
ignorant of the Bible?

Brian, following Christ has nothing to do with the doctrines of Kendigianism.
You would find any of your doctrines in the Bible.   I don't follow Kendigianism.
I follow Christ.   Also, to try to again show you your ignorance
of Christ and the Bible in regards to ""priests"",  have you not read about
the sole Melchizedek priest in Hebrews 7 and 8?  Have you not read what the
purpose is of the Old Testament Levitical priesthood and why there should
NOT be priests today?  Yes, guess what?  The Catholics messed up.  I do
not follow Catholicism or any ""ism.""  I follow Christ.


Why would you want to live a good life?
To you, you die and that's it.  Don't contradict yourself.  You have
no reason to live a good life.  It doesn't do you any good in the
end.  Your life doesn't do anybody else any good  either because
everyone dies anyway.  So you have no reason to lead a good life. Leading
a good life is meaningless.   Why do you do such a meaningless thing?


Has the resurrection sunk in?  Jesus is alive.  Jesus is NOT dead.
Jesus was sacrified to fufill the Old Testament sacrificial system
in its every detail.  Jesus's death was like a seed.  He needed
to fall to the ground so that many new lives would take root.  Did
you miss the entire John passage as well?  



Forget that I am a person.  Forget that I know how to type.  Forget
that I know how to put a sentence together.  Forget that I know
how to send e-mail.   Forget my existence.  Proove to me that I
exist.  .
",religion
"
I suppose these illegal guns have been found? I suppose he was going to kill a
bunch of people with them?
--Ray Cote",religion
"My god, hope we don't have to put up with this kind of junk all season!


How many home runs by Tartabull?  Just 1, right, you must be thinking
of Dean Palmer or Juan Gonzalez (both of Texas) who each had 2 homers.


I don't know how many to follow, but he was 1 for 4.
",sport
"The idea of the card is bull in and of its self, but I'm curious to know, do 
they plan on making it a requirement to *always* have it on you, or is it 
only going to be required to be *presented* when trying to ge medical aid?

BTW, anybody planning on shaving Hillary's head to look for *666*? 8^)

Later Dave,
Days

^^^^^^^^
Goverment logic or just the Clintons?

",politics
"

ames.arc.nasa.gov not sure what subdirectory thou..

==
Michael Adams, nsmca@acad3.alaska.edu -- I'm not high, just jacked",space
"Hi!... 

I am searching for packages that could handle Multi-page GIF
files...    

Are there any on some ftp servers?

I'll appreciate one which works on PC (either on DOS or Windows 3.0/3.1).
But any package works on Unix will be OK..",graphics
"Other idea for old space crafts is as navigation beacons and such..
Why not?? If you can put them on ""safe"" ""pause"" mode.. why not have them be
activated by a signal from a space craft (manned?) to act as a naviagtion
beacon, to take a directional plot on??",space
"jayson stark (i trhink that's him) fits perfectly in this category.

anyone who writes ""dean palmer has 2 homers  - at this pace, he'll
 have 324 home runs!"" should be shot.

if, at the end of april, he has 11, and anyone writes ""at this
 pace, he'll have 100+ homers!"" they shouldbe shot too.",sport
"
[...Dr. England's story deleted, it was a nice read the first time 
through...]]


	It isn't so much a matter of 'interpretation' of Bible texts 
that sets Mormonism apart from orthodoxy as it is a matter of 
*fabrication*.

	About 20 years ago, _National Lampoon_ had some comic strips 
in them that were drawn by Neal Adams. They were called ""Son o' God"" comics. 
It was a parody of the Jesus in the Bible. In the comic, there were a 
group of thirteen Jewish kids from Brooklyn, and when one of them said 
the magic word, he turned into ""Son o' God."" He went from a myopic, 
curly headed, yarmulke wearing boy to a replica of the stylizied 
portraits of Jesus --- with long flowing brown hair and gentile 
features.	

	Now, if someone were to profess faith in this NatLamp Jesus, 
and claim that they were a Christian because they believed in this 
NatLamp Jesus, we would have to say that this was fallacious since 
this Jesus was a fabrication, and did not really exist.

	This is the exact same thing that the LDS do when they claim 
that they are Christian. They profess faith in Jesus, but the Jesus 
that they profess to have faith in is as much a fabrication as the 
NatLamp Jesus was.
",religion
"
Wow.  ESPN can repeat eleven-year-old Bill James research.  (Literally.
Check the 1982 Abstract.)  


Perhaps in 2004 they'll be as reliable as an average SDCN.


Oops, maybe not.",sport
"
I noticed this dead horse in your Keywords line. Is this the famous scarlet horse
of Babylon that the Beast (that's 666 for you illuminatti) rides on in those
wonderful mediaeval manuscripts. If so, I fear your announcement that the old
girl is dead may be premature. I bet $20 on her to place in the 6th race at The
Downs last Sunday, and she slid in a bad fifth. So she is not dead. She is just
comatose. (like god that way, I suppose).

Ninja Gourmet
Will fight for food. 
",religion
"
I should be so lucky: the account number must have been rejected! :-)


To be accurate, it is ""Big Bang Ben"" MacDonald.


I hope not.  To think that I would inadvertantly give any pleasure to
Mulroney _really_ ruins my day.  PS: Matthew Wall: a marvellous ending
to the section on the Expos.

or VINCE@VAXI.SSCL.UWO.CA; please identify any messages with the
subject line BBDDD


Realizing the taterific importance of this work, John Palmer and I
concluded that we might be able to pool some resources. I have not yet
gone through the archives that Jonathan sent to me; when I do, I will
send out an ""official"" introduction to the Deep Drive Derby.

However, I wonder if we need to rename the project, now that the
principal investigator and research archive have changed. Send your
suggestions for a rename of the study to me, at the address given
above.

And, just think:  it's opening day.  Soon, the balls will be flying
out (no, get your minds out of the gutter) of the ball parks, and
helpless bystanders will be injured by balls reentering the
atmosphere. (and you thought that meteorite showers were made of
rocks!)

Who will be the stars this year? Can anyone hope to combat Brad
Arnsberg's record start to last year?

The season is young, the balls newly rubbed in mud, the hot dogs
starting to boil for the rest of the year. Play ball (and take cover).

And may all your sliders hang.",sport
"
Only my common sense.  The fire was caused by either Koresh and his
followers or by the FBI/ATF/CIA/KGB/and maybe the Harper Valley PTA.  Since
you are throwing around the evidence arguement, I'll throw it back.  Can
you prove any government agency did it?  (Please don't resort to ""they 
covered it up so that proves they did it"" or any wild theories about how
the government agencies intentionally started the fire.  The key words
are proof and evidence.)
proves they did it""


Please explain how Koresh was defending himself from those children who
burned.  
",religion
"
The Proton has been used in 2, 3, and 4 stage versions.  The two stage version
was used for the first 3 launches, while the 3 and 4 stage versions are used
today.  The four stage version is used mostly for escape (and geosynchronous?)
orbits, while the 3 stage version is used for low earth orbits.  Since this is
the version that launched Mir and the Salyuts (and the add-on modules for Mir),
as long as Centaur is smaller than Mir (which I believe it is), it should fit
under the shroud.

I vaguely recall that the Russians are developing a LH2/LOX upper stage for the
Proton.",space
"

George.

	It's called a democracy.  The majority rules.  sorry.
If ytou don't like it, I suggest you modify the constitution to include
a constitutional right to Dark Skies.   The theory of government
here is that the majority rules,  except in the nature of fundamental
civil rights.   If you really are annoyed,   get some legislation
to create a dark sky zone,  where in all light emissions are protected
in the zone.  Kind of like the national radio quiet zone.  Did you
know about that?  near teh Radio telescope  observatory in West virginia,
they have a 90?????? mile EMCON zone.  Theoretically they can prevent
you from running light AC motors, like air conditioners and Vacuums.
In practice, they use it mostly to  control  large radio users.",space
"
I attended a colloquium at Goddard last fall where the head of the 
operations section of NASA was talking about what future missions
were going to be funded.  I don't remember his name or title off hand
and I have discarded the colloquia announcement. In any case, he was 
asked about that very matter: ""Why can't we spend a few million more
to keep instruments that we already have in place going?""

His responce was that there are only so many $ available to him and
the lead time on an instrument like a COBE, Magellan, Hubble, etc
is 5-10 years minumum.  If he spent all that could be spent on using
current instruments in the current budget enviroment he would have
very little to nothing for future projects.  If he did that, sure
in the short run the science would be wonderful and he would be popular,
however starting a few years after he had retired he would become
one of the greatest villans ever seen in the space community for not
funding the early stages of the next generation of instruments.  Just
as he had benefited from his predicessor's funding choices, he owed it
to whoever his sucessor would eventually be to keep developing new
missions, even at the expense of cutting off some instruments before
the last drop of possible science has been wrung out of them.

",space
"
	Dont you believe that the Branch Davidians committed suicide for one
minute. I would not put it past the FBI to lob in some incendiary grenades
while they feed your their story. Don't ever ever trust what your wonderful
government tells you. Janet Reno and the FBI have the murder of a hundred
people on their hands. Hope they can sleep at night....

P.Vasilion, kb2nmv
SUNY @ BUFFALO
<<STD.DISCLAIMERS>>",politics
"The Centaur is controlled technology..
State Dept will not allow it to be used outside of US. Sorry.


",space
"
Me too!  I would like any park or action gif or jpeg about baseball.",sport
"Posted by Cathy Smith for L. Neil Smith

                           WEIRD SCIENCE

Everyone knows how to tell when a politician is lying:  his lips 
move.  What may not be equally obvious is that there are 
politicians and then there are politicians -- and that the phrase 
""political science"" is subject to more than one interpretation.  

Years ago, we heard how ""scientists"" were worried that a new Ice 
Age might be coming, and later on that ""nuclear winter"" -- smoke 
and dust thrown into the atmosphere by full-scale international 
unpleasantness -- was a possibility.  Something like that may even 
have killed the dinosaurs.  

What we didn't hear was that no actual data supported any of this, 
that real-world events (the burning of Kuwaiti oil fields) tended 
to discredit it, that mostly it was propaganda meant to weaken 
values that made America the most successful culture in history, 
and that the dinosaurs probably died of something like the Plague 
when continents drifted together, exposing them to new germs.  

We miss a lot like this, unless we listen closely.  Prince William 
Sound, site of the famous oil spill, and Mount St. Helen's weren't 
supposed to recover from their respective disasters for at least 
100 years.  That turned out not to be true, although you'd never 
know it from watching network nightly news or CNN.  It doesn't fit 
their agenda to inform us that the earth is vast and resilient, and 
that nature is rougher on herself than we could ever be.  

But for once, the media aren't entirely to blame.  As ignorant of 
science as they are of everything, they trust ""scientists"" to 
unscrew the inscrutable.  The trouble is that today's ""scientists"" 
have agendas of their own.  

Nobody in government, that wellspring of scientific wherewithal, is 
going to offer grants to an investigator who states truthfully that 
there is no respectable evidence for ""global warming"".  The money 
and power for bureaucrats and politicians lie in mass transit, and 
they hate the automobile -- blamed as a major cause of the mythical 
crisis -- as a source of privacy and freedom they find intolerable.  

The same appears true of ""acid rain"", a deliberate hoax cooked up 
by the Environmental Protection Agency (which hates private 
industrial capitalism almost as much as it does your car) and 
foisted on real scientists through trickery which has depended on 
specialists in different fields not talking to each other much.  

The list goes on, always with a common, disreputable thread.  
""Ozone depletion"", for which evidence is even more suspect and 
contradictory than for acid rain or global warming, is no more than 
a last, desperate attempt to indict private capitalism in an era 
when state central planning and the command economy have failed and 
can only find this final, withered leg to teeter on.  

Decades of anti-nuclear alarmism, resting on foundations of myth 
and panic-mongering, have failed to erase the fact that nuclear 
power is the safest, cleanest, most efficient source of energy 
known to mankind -- and more to the point, that the greater amount 
of energy there is available to any individual in society, the 
freer that individual -- and his society -- become.  

Honest studies on the effects of individual gun ownership and 
self-defense on crime -- conducted by investigators who began as 
ideological opponents to those concepts, but which show massive 
reductions in the latter to be the result of the former -- have 
been suppressed, most recently by the California state government.  

And what the media didn't say about recent EPA ""discoveries"" on the 
effect of ""secondhand smoking"" is that, although some harm to non-
smokers may have been detected, it was less (by an order or two of 
magnitude) than that associated with frying bacon a couple times a 
week or keeping a pet bird.  It's enough to make you wonder whether 
there was ever anything to the claim that smoking causes cancer.  

That, of course, is the real threat represented by politically 
correct science.  The world is a dangerous place.  It would be nice 
to know the hazards.  I've never believed smoking to be a healthy 
practice, but, given a lack of credibility on the part of today's 
science, how am I to decide what to do about it?  Nicotine is 
highly addictive, to that much I can attest from experience.  Yet 
the stress of quitting may be riskier than to continue.  There 
isn't any way to tell, thanks to the corrupting influence of 
government money on the scientific establishment.  

Two centuries ago, the Founding Fathers spared us certain agonies 
to which every other nation in the world has been subject at one 
time or another, by creating a legal barrier between politics and 
religion.  Each time some short-sighted individual or group has 
tried to lower the barrier (most recently over the issue of 
abortion), blood -- real human blood, hot and smoking in the street 
-- has wound up being shed.  

Real human blood is being shed over scientific issues, as people's 
lives are ruined through the loss, to agencies like the EPA, of 
livelihood, or property it may have taken a lifetime to accumulate, 
to diseases caused by toxins associated with burning fossil fuels 
for electrical power, or thanks to bans on things like cyclamates, 
when they die from the effects of obesity.  

What we need now, if we hope to survive as a civilization for two 
more centuries, is another barrier, a Constitutional separation of 
state and science -- including medicine.  Knowledge is valuable; 
real science won't languish for lack of funding.  The money will 
simply come from contributors unwilling to pay for lies, and 
everyone will benefit.  

L. Neil Smith
Author:  THE PROBABILITY BROACH, THE CRYSTAL EMPIRE, HENRY MARTYN, 
and (forthcoming) PALLAS
LEVER ACTION BBS (303) 493-6674, FIDOnet: 1:306/31.4
Libertarian Second Amendment Caucus
NRA Life Member",politics
"ZOROASTRIANISM
SAN JOSE, CA, USA
Monday April 5, 1993
San Jose Mercury News, Page 1
     [Reproduced without permission]

_3,700-year tradition still glows - 
           'Assimilation in U.S. threatens ancient Zoroastrian religion'_

By Jeanne Huber, Mercury News Staff Writer

   HIGH ON A HILLSIDE above San Jose, flames leap up 24 hours a day from a
gleaming brass urn in a temple - one of only four in the United States -
dedicated to one of the world's most ancient religions.

   With the flames go the prayers of about 1,200 Bay Area Zoroastrians that
their faith will survive this land.

   ""There is a fear - a real fear, too,"" said Silloo Tarapore of Lafayette.
""We have one generation to do it or to die.""

   Many immigrant groups struggle to maintain an identity in a strange land.
But for Zoroastrians, it is an especially poignant concern.

   Their religion has been around for perhaps 3,700 years, a heritage so deep
it scarcely seems comprehensible in a state where ""historical sites"" are
sometimes less than 100 years old.  It was the religion of the great Persian
Empire under kings Cyrus and Darius.  And tradition says that when Christ
was born about 500 years later, he was honored by a visit from three
Zoroastrian priests, the Magi.  Scholars say many key beliefs of Christians,
Jews and Muslims can be traced to the teachings of Zoroaster, the
Zoroastrian prophet.

   Yet, with only about 150,000 Zoroastrians in the entire world, they are 
a miniscule minority in every country in which they live.  Survival as a
people is very much on their minds.

   Ironically, local Zoroastrians fear that the almost unlimited tolerance
of the United States may do what hundreds of years of persecution followed
by nearly 1,000 years of benign religious segregation could not do: cause
their young people to stop thinking of themselves as Zoroastrians.

   Zoroastrians do not believe theirs is the only right religion, and they
actually shun the notion of trying to win converts.  So if their children
become totally assimilated, they say, it's their children - rather than
the world at large - who will be the losers.

   ""It's important to have an identity,"" said Maneck Bhujwaia of San Jose,
a leader among Zoroastrians who came here from India.  ""It's important
for everybody - Irish, Scottish, Americans.  It gives meaning to life.
You don't have to depend on the majority community to give you respect.
You can fall back on your own identity.""

   For Zoroastrians, there's much to be proud of.

   Their prophet, Zoroaster, seeking to make sense of a culture in which
animal sacrifice to multiple gods was common, preached that there was
only one god, a good one.  Zoroastrians call their god Ahura Mazda, which
translates as Lord of Wisdom and Light.

_Good vs. evil_

   Zoroaster saw life as a constant struggle between good and evil, with
the good eventually winning.  Men and women could join in the battle for
good, he said, and he warned that they would inevitably suffer consequences
such as shame and sorrow if they did wrong.  He preached honesty, charity,
kindness to animals, respect for the environment, hard work, equality of
men and women - basic virtues preached by prophets of many religions.

   But Zoroaster was perhaps unusual in that he told his followers not to
follow him blindly.  He demanded they think for themselves.  In fact,
Joseph Campbell, the famous scholar of the history and meaning of myths,
traced the Western emphasis on individual thought to the Zoroastrians.

   Zoroastrians have many words for thought.  Their motto, leaded into a
stained glass window over the sacred fire at the temple on the slopes of
Mount Hamilton, is ""Good thoughts, good words, good deeds.""

   So it's not surprising that Zoroastrians value education highly.  In India,
where a contingent of Zoroastrians arrived in the ninth century to escape
persecution by Muslims in Iran, Zoroastrians claim 100 percent literacy;
the overall statistic in India is just 60 percent.

   About half of the Bay Area Zoroastrian community came here from India
and Pakistan, mostly to study at universities.  The other half fled from
Iran after the 1979 revolution made that a fundamentalist Islamic state
where others had no rights.

   Local Zoroastrians point with pride to ways their emphasis on ""good
deeds"" has improved life in every country they inhabit.  In San Jose,
the recent restoration of the Hotel Sainte Clarie came about because
Manou Mobedshahi, a San Francisco-based hotelier, passed the boarded-up
downtown landmark on his way to and from the temple.  At the temple's
dedication, the chief guest of honor was the mother of Zubin Mehta, the
Zoroastrian conductor of the New York Philharmonic Orchestra.

   The temple exists because of another good deed: the decision by an
Iranian emigre, the late Arbab Rustom Guiv, to buy land for six temples
in North America.  Besides the 10-acre site off Crothers Road on Mount
Hamilton, he paid for land in Los Angeles, Chicago, New York, Toronto,
and Vancouver.  Until his gifts, there were no Zoroastrian temples on
this continent.

   Local Zoroastrians raised money to build the actual temple, and the
property already had a large house that they have converted to a
community center.

   The temple, dedicated a year ago on the birthday of the prophet 
Zoroaster, is a simple structure with gleaming white walls, vaulted 
ceilings and oak floors, partially covered with huge Oriental carpets.

   Its central feature is the fire, set in the middle of a partly-glassed-
in area at the center of the building.  Although Zoroastrians are 
sometimes called ""fire worshippers,"" they actually consider fire just 
a symbol of God.  ""It helps us concentrate, just like Christians use the 
cross and Muslims use the Holy Book,"" Bhujwala said.

   The biggest celebration of the years occurs in early spring.  For all
Iranians, including Zoroastrians, the New Year begins on the first day of
the season because of its symbolism as the start of new life.  With
Zoroaster's birthday just six days later, the combination of religious
and secular holidays creates something on par with what most of the
United States celebrates between Christmas and Jan. 1.

  For this year's celebration of the prophet's birthday, about 500 people
came to worship and revel.

   ""The good things in life are not forbidden,"" Esfandiar Anoushiravani,
a leader of the Iranian members, had said beforehand, and what followed
proved him right.

   Inside the temple, worshipers filled every chair and sat or stood
around the edges of the room as about a half-dozen priests chanted
thanksgiving prayers around a table laden with braziers of smoking
sandalwood, glasses of milk and water, and a tray heaped with dried fruit
and nuts.

   Kids crowded around, grabbing handfuls of the treats.  ""People eat the
fruit,"" Tarapore said.  ""It's a way to participate in the ceremony.""

_Santa Claus, sort of_

   The gathering even had a Santa Claus, Iranian style.  With flowing white
hair and a bag of gifts for the children, this Amownaroz wore green
symbolic of spring) and red.

   He was ushed in by a sort of spring clown, Hajefyrouz, who danced and
played a tambourine.

   The Zoroastrians from India were charmed.  ""This is all new for us, too,""
one told a visitor who asked what was going on.

   A visitor, John A. Sabanovich of Folsom, said he became intrigued with
the religion years ago while on business trips to Iran.  Zoroastrians have
no procedure for accepting converts - a result, some say, of their
centuries of persecution in Iran followed by their promise to the Hindu
king who allowed them into India that they would not interfere with his
people's religion.

   But that does not stop Sabavich from joining in the celebrations at the
San Jose temple whenever he can.

   ""When I first heard about this religion,"" he said, ""I thought, my God,
this is what a religion should be.  They think for themselves and do good.

   ""People who don't have a tradition, something to lean on, what's the
difference with the lower animals?""",religion
,religion
"





It's a fair stretch of anyone's imagination to expect them to
attach any credibility to anything written in Time magazine in
the past twenty years, I'd imagine.  The Enquirer at least gets
the names attached to the right body parts.

=Mark
--",politics
"I've recently got hold of a PC with an S3 card in it, and I'd like to do some
C programming with it, are there any libraries out there that will let me
access the high resolution modes available via Borland Turbo C?",graphics
"
OK, here's at least one Christian's answer:

Jesus was a JEW, not a Christian.  In this context Matthew 5:14-19 makes
sense.  Matt 5:17 ""Do not think that I [Jesus] came to abolish the Law or
the Prophets; I did not come to abolish, but to fulfill.""  Jesus lived
under the Jewish law.  However, He was the culmination of the promises
of the Prophets.  He came to *fulfill* the prophecies and fully obey
God's purposes.

Verse 18 says ""For truly I say to you, until heaven and earth pass
away, not the smallest letter or stroke shall pass away from the Law,
until all is accomplished.""  The key to this verse IMHO is the last 
phrase.  Jesus, as the fulfillment of the law, ""accomplished"" what the 
Law was supposed to accomplish.  

Verse 19:  ""Whoever then annuls one of the least of these commandments,
and so teaches others, shall be called least in the kingdom of heaven;
but whoever keeps and teaches them, he shall be called great in the
kingdom of heaven.""  Taken in the context of Jesus teaching Jewish 
people about living lives under the law, this makes sense.

In general, it appears that Jesus is responding to some criticism he 
must have received about ""doing away with the Law.""  That was not 
Jesus' intent at all.  He had come to earth to live the Law as it 
should be lived and fulfill the promises made by God to his 
people all the way back to Eve [Gen 3:15-The serpent will bruise your 
heel, but *He* will bruise his head.]  Jesus appeared to be ""doing 
away with the Law"" because he did not honor the traditions of men as 
equal to the Law of God.  He regularly locked horns with the religious 
leaders of the day because he would not conform to *their* rules, only 
God's Law.

In the Matthew passage Jesus is defending his dedication to the Law 
and defending himself against his accusors.  Almost the entire Sermon 
on the Mount (Matt. 5-7) is dedicated to helping the Jewish people 
understand the true intent of the Law, sweeping away the clutter which 
had been introduced by the Pharasees and their traditions.

In Galatians 3:23-26, Paul describes the relationship of Jesus to the 
Law in this way:

[23] But before faith came, we were kept in custody under the law, being 
shut up to the faith which was later to be revealed.  [24] Therefore 
the Law has become our tutor to lead us to Christ, that we may be 
justified by faith.  [25]  But now that faith has come, we are no 
longer under a tutor.  [26] For you are all sons of God through faith 
in Christ Jesus.

I believe this says that after Christ was revealed, the Law had 
served it's purpose, i.e. ""our tutor to lead us to Christ,"" and
now, ""we are no longer under a tutor.""  The law has been ""fulfilled"" 
as Christ said he would do.

God, the author of the old Law, and the Christ/Man, Jesus, are the same
personality.  Therefore, the old Law and the new Testament (the ""last
will and testament"" of Jesus) are based on the same moral principles. 
It makes sense that many of the principles in the old Law are
re-expressed in Christianity. 

On the other hand, now that the Law has fulfilled it's purpose and 
Christians relate to God through Christ, not the Law, it also makes 
sense that new practices and new symbolisms were established to 
represent the ""mysteries"" of this new relationship.  i.e. Baptism 
representing Christ's death, burial, and resurrection (Rom. 6:3-8),
The Lord's supper as a memorial to His sacrifice (I Cor. 11:26), and
Sunday as a day of worship commemorating His resurrection (Matt 28:1ff,
Acts 20:7)

OK, That's one Christian's explanation.  I don't claim to have all
these issues completely settled even in my own mind and I welcome
other Christians to offer other alternatives.

Please excuse the long posting.  Thanks for your interest if you have read 
this far...",religion
"He sounds really cute, Morte!  Kinds like _pete's dragon_, maybe smaller,
maybe a different species.. winge'd?  (shakespear wing-ED)

I've always hat a horde of mice to turn to for fun & sort of that kind of
mouse in Cinderella (walt disney).  I grew up sort of as an only child,
part time.. my siblings were 10-8-6 years older than me, so i was pretty
commonly a different sort of charater in their games (read: non speaking
hot cocoa-goffer, stand in (still silent) bad guy/good guy/etc), so my
mice were playmates, more than advisors.

Could curt, or whomever has a good list of books please post such list,
in all sorts of fields, like jungian, condensed buddist/etc philosophies,
multiple personailty disorders, or good fiction that has well worked
imaginary friends?",religion
"Mark Singer brings up the Strawberry Incident, where he lost a homerun
and the fan caught it.


Yes, I think he should have done more to get out of the way.  As much
as fans want to catch a ball, they really should be aware that winning
the game is more important.  As a Dodger fan, he has to be aware that
this is the home stadium, and that entails helping the home team win
in any way possible.  As soon as the ball was hit that far, his first
instinct should be to root for Darryl to catch it, not to try to catch
it himself, particularly when he is sitting that close.

I enjoy the attitude of the Wrigley fans, where they are against 
visiting team home runs so much, they actually throw them back on the
field.

Now, this has nothing to do with whether Darryl could have caught it or
not.  Sure, he probably screwed up, but the fan should realize his
first responsibility is to get out of the way and help the team win.
",sport
"I plan to post a summary of responses to this as soon as I have working
code, which I will also include.  The intersection of 3 planes method
looks best, but my implementation based on a short article in 
Graphics Gems I doesn't work.  I may be misinterpreting, of course.

I had avoided the simultaneous solution of the plane equations in favor
of dot and cross products, but the former may actually be better.  In either
case a matrix determinant needs to be computed (implicitly in the solution
of linear equations).

To get the planes, I was taking the midpoint of the line from, say,
P1 to P2, and setting the normal as the ""normalized"" vector from P1 to P2.
These just plugged into the formula in Graphics Gems.  HOwever, the resulting
center point is only occasionally equidistant from all 4 of my test points
(for different tests).  My matrix/vector math is very rusty, but it looks like
I need to verify the formula, or use the simultaneous equation solution, which
will require bringing in another routine I don't have (but should be easy to
find).

Another method is to first find the center of the circle defined by 2 sets
of 3 points, and intersecting the normals from there.  This would also define
the circle center.  However, small numerical imprecisions would make the
lines not intersect.  Supposedly 3 planes HAVE to intersect in a unique
point if they are not parallel.

Ed

Thanks to all who answered so far.",graphics
"1. Make a new Newsgroup called talk.politics.guns.PARANOID or 
	talk.politics.guns.THEY'R.HERE.TO.TAKE.ME.AWAY

	2. Move all postings about waco and burn to (guess where)..

	3. Stop posting #### on this newsgroup

	We are all SO glad you're trying to save us from the evil 
	goverment, but would you mail this #### in regular mail to
	let's say 1000 people ????
	



	This is not a .signature.
	It's merely a computergenerated text to waste bandwith
	and to bring down the evil Internet.
",politics
"
Yeah. Innocents. People who hoard $250K worth of high-caliber automatic weapons
and kill law-enforcement agents really fit the bill here. The only innocents
were the 20+ children who were prevented from leaving a burning building by
their self-appointed messiah-following parents. A burning STARTED by the 
Davidians.



Is this subject line a veiled threat against U.S. Government agents or possibly
Executive office leadership (i.e. Clinton)? I've considered you a bit of a loon,
before, Stephen, I guess this pretty much confirms it. 

Nice religion you have there.  The only ones who should be killed are those who
don't agree with us. Sheesh.


-- 
--------------------------------------------------------------------------------Tom Hyatt                                  I'm a diehard Saints fan, so i've    thyat@sdf.lonestar.org                     suffered quite enough, thank you!    Arlington, TX                                                                                                                                                    Help! I'm being repressed!  -M.Python                                          -------------------------------
",religion
"Hi!
	I am working on a project that needs to create contour lines
from random data points.  The work that I have done so far tells me that I
need to look into Triangulated Irregular Networks (TIN), the Delauney
criiterion, and the Krige method.  Does anyone have any suggestions for
references, programs and hopefully source code for creating contours.  Any
help with this or any surface modeling would be greatly appreciated.
I can be reached at the addresses below:


			-- Paul Conway",graphics
"I am doing a political science paper on the funding of NASA and pork-barrel 
politics.  I would be interested in information about funding practices and
histories of some of the major programs (Apollo, STS, SSF, etc) and the
funding of SSTO to contrast.  Could someone please recommend some sources
that would be useful?  Thank you.",space
"
This sounds a bit high to me.  Still higher accelerations have been endured
*very briefly*, during violent deceleration.  If we're talking sustained
acceleration, I think 30-odd gees has been demonstrated using water immersion.

I doubt that any of this generalizes to another order of magnitude.",space
"
Did you forget to put in a sarcasm flag?",politics
"

There is a rite like this described in Joseph Campbell's
_Occidental_Mythology_.  He also described levels of initiation, I think
6?  I don't know where Campbell got his info, but I remember thinking he
was being a little eclectic.


Quite a bit.  If you haven't read Campbell, give him a try.  
",religion
"Tony   

I appreciate the narrow-mindedness of the view expressed in
the text you quoted.  I also appreciate your being amused
by such determined ignorance.  Without taking anything away
from your mirth, I want to say that these views sadden me.
I can only hope that that sort of narrow-mindedness will
die with the generations that have promoted it.  Teach 
your children well.

<wet blanket mode off>

Pax.

John

",religion
"Hi,
has anyone more info about the XGA-2 chipset?
HW-funcs, TrueColor, Resolutions,...
Any boards with XGA-2 out yet?

thanks
Rainer

-- 
Rainer Leberle	                           rleberle@sparc2.cstp.umkc.edu
University of Kansas City, MO  ",graphics
